Review,Review_Score
"After living in Montreal for 3 years, I spent my last 4 months at Laura's place and I could not have hoped for a better way to enjoy this ending experience in Quebec. Laura made me feel home since day one. Living with her made my days happier and funnier, she's caring, full of energy, curious and interesting. She's very open-minded and used to meeting different people all the time. There's no way you could be bored having her around. 

If you're only visiting for a few days, she will definitely be a good advisor, she knows her city by heart. If you're staying longer like I did, the only risk is that you might have a heavy heart when it will be time to leave.",10.0
"The place was amazing and was located in a nice neighborhood full of cool vintage stores, restaurants, and bars. Laura was super nice and friendly. She made me feel so welcome and my room was clean, also the bed was comfy. Everything was just so great! I would definitely stay at Laura's again for my next trip to Montreal! :)",10.0
"Charming and helpful host, large comfortable room well located. 
A real nest of comfort!",10.0
"I stayed at Laura's place for 3 weeks and wouldn't hesitate to recommend it to anyone visiting Montréal! Laura was a fantastic host, so lovely and helpful, making sure my arrival was easy even though she was at work. The room was as pictured and very spacious, with plenty of space for luggage and a super comfy bed. The entire apartment is clean and spacious, and it was great having access to a washer and dryer. The apartment is in a safe neighborhood, located within a couple of minutes walking distance of the bustling Blvd St-Laurent. There are so many great restaurants, cafés and shops nearby (including a large supermarket a few minutes away) you are spoiled for choice. Mont-Royal metro station is only a 10 minute walk away to so you can be downtown in 25 minutes!",10.0
"First of all, the room is consistent with the photos and the apartment is very well located in the heart of Plateau. It's situated between Mont-Royal metro station and Laurier without mentioning the numerous buses nearby that will take you directly to downtown. 

Laura is a truly wonderful host, you can book with confidence!",10.0
"I felt very welcomed by Lilou and her adorable cats and kittens. Lilou treated me with a lot of respect and sociability, preserving my privacy which I needed at that time. 

Furthermore, I greatly appreciated her apartment which is clean, very quiet and well-located. The room was large and nicely furnished. I highly recommend this place :-)",10.0
"Great location, very comfortable room, very friendly hosts.",10.0
"Laura was absolutely the best. Check-in instructions were clear and the place was absolutely fantastic. The place was exactly the right spot for shopping and cool cafes to check out in the morning, as well as lunch and supper locales in the evenings. Literally one block from a bus that took me straight downtown if I didn't want to walk, which, when I wanted to, was straight down Boul. St. Laurent! The room was big and clean and quiet. I would have loved to stay longer!",10.0
"My stay at Laura's place was amazing! The house is spacious, clean, and cozy, and nestled in the heart of the lively, funky, and beautiful Plateau-Mont-Royal. Laura has an amazing way of making her place feel relaxed and friendly, and her guests feel welcome! Merci Laura, this was one of my best Airbnb experiences yet :)",10.0
"The room, the host and the location are magnificent!
And the cats too!
Thank you",10.0
Top :) Excellent location and hospitality!,10.0
A lovely spacious room with the convenience of cooking facilities and close to excellent restaurants and a Bixi bike stop.,10.0
"My stay was wonderful, it was a great start and place to explore Montreal. I was made to feel right at home!",10.0
"I loved staying at Laura's apartment! Her place is spacious and clean, and she is super friendly and easy to coordinate with. I was arriving earlier than the check-in time and Laura made arrangements so that I could come in earlier and leave my bags in the room. The location of her place is ideal, surrounded by stores, cafes, and restaurants, and within walking distance of other cool neighborhoods. There is convenient access to public transportation (metro and bus), and I was able to get to all the areas I wanted to visit very easily. The room is huge with a comfy bed, closet space, a big desk, and a corner sofa. The rest of the apartment was clean and orderly, and I felt really comfortable throughout my stay. I would definitely recommend staying at Laura's, and I will certainly do so whenever I visit Montreal again!",10.0
"Airbnb at the top! Laura is super cool, the room is big, practical, there's everything you need. The location is great on a street of Saint Laurent, 5 minutes from public transport... Go for it without hesitation",10.0
"Lilou's place is located in a very lively neighborhood and not far from downtown (a 10-minute bus ride and a 30-minute walk). She is a very hospitable host and I felt at home during my two-week stay. Milton (the cat) is super friendly but not annoying. Try to visit some of her local restaurant recommendations; there are some great tips. Overall, this is one of the best Airbnb accommodations in Montreal.",10.0
"1. Location
- Designer shops (souvenirs, clothing). Vintage shops are nearby and easy to visit.
- There are many coffee shops with a good atmosphere.
- Famous restaurants are close by (bagels, sandwiches, ramen, etc.).
- Mont Royal and Jean Talon Market are nearby.
- Easy access to public transportation everywhere.
- Quiet and clean neighborhood.

2. Accommodation
- The rooms are incredibly spacious and clean.
- Modern and beautiful interior design. 
- Three adorable cats live there.
- There is a small backyard.

3. Amenities
- Towels provided.
- Washing machine available.
- Kitchen with refrigerator.

4. Conclusion
The host was very friendly, which made it easy to relax. The house is so pretty that just looking at it makes you feel good. 
It would be even better in summer and fall because Mont Royal is close by, and the backyard is there too. 
Although not as close to downtown, Montreal is small and has a well-developed public transportation system, so it's not inconvenient to move around.  In fact, the neighborhood was quiet and had many cafes nearby, which made it easy to relax. 
Highly recommend!",10.0
"It's been a long time since I traveled alone as a single woman in a new city, and Laura was really wonderful and accommodating! It's a great stay, great location, and wonderful city.",10.0
A very quiet and relaxing place to stay. Laura is very helpful with any issue that may arise. The location is perfect for all activities in the city center.,10.0
"A very nice dwelling, a good atmosphere and the neighborhood is very pleasant.",10.0
"The room is spacious, comfortable and clean. Lilou is a responsive and welcoming host, she doesn't hesitate to exchange ideas, give good advice. We feel very at ease quickly, the apartment is well located near transportation, shops, and restaurants. The location is ideal!",10.0
"A warm and generous welcome, there's life and good cheer, you quickly feel at home, thank you Laura!",10.0
"Translation: I stayed at Lilou's house for three weeks and immediately felt at home. The house is very welcoming, beautiful and functional. Lilou has undeniable style. The house is located between my two favorite neighborhoods in the city: Plateau and Mile End and it takes only a few days to feel fully integrated into the neighborhood like a true Montrealese!! Less than 10 minutes walking gets you to the Laurier metro station and less than 15 minutes to the Mont-Royal station. Moreover, bus number 55 passes by in under one minute from the house and takes you downtown - old port in 20 minutes and Little Italy in 15. The neighborhood is full of cafes, art galleries, vintage shops and bistros where you can have dinner or brunch! It's truly a genuine place. Lilou is an amazing host... and her cat Milton is very sweet and friendly. The house has everything you need (website hidden by Airbnb) kitchen is well-equipped and in the living room there is a washing machine and dryer that can be used freely.",10.0
"The location of Lilou's place in the heart of the Plateau couldn't be better: really good restaurants just a block away (try Robin Du Bois!), a superb massage and bodywork business just around the corner (Place Nomade), a few blocks to the supermarket in one direction, a few more blocks to the natural food store in another direction, great ethnic restaurants in every direction, even an excellent hardware store in walking distance, not to mention big public parks (especially Mont Royal), about a 15-minute walk to the Laurier metro stop, Portuguese, Greek and Hassidic communities nearby, trendy bars, vintage bagel shops...etc., etc. A very fun area to be in. To stay in this Airbnb, you definitely need to be OK with cats, since the very friendly black cat who lives there considers herself the true owner. The bed was excellent, the kitchen very practical, the laundry machines in the basement easy to use, and Lilou herself is very friendly and welcoming and helpful.",10.0
"I spent seven perfect nights at Laura's. The location was awesome, as it was one street off of St. Laurent (a street with many neat shops and restaurants) and a ten-minute walk to the metro. It was also a short walk to Mile End where delicious bagels are. Although it was crazy hot outside, the apartment and bedroom were still very cool. The bedroom was large and the bed was super comfy. 10/10 would recommend and stay again!",10.0
"This was a great neighborhood and a beautiful, big, quiet space. I highly recommend it for anyone who wants to enjoy Le Plateau and have a place to rest and relax at night.",10.0
"I absolutely loved staying here. Laura is super friendly and helpful, her apartment is somewhere you'd want to hang out in your real life, and the neighborhood is very walkable and has lots of interesting restaurants, parks, and shops.",10.0
"One of the most wonderful hosts I've had the chance to meet through Airbnb. I wasn't there for very many days, but the room was very spacious and I was very thankful for the laundry facilities! I even lost my purse with the house key and the host was super nice about it. The location is fantastic and I would highly recommend this place for anyone visiting Montreal!",10.0
"Laura is a kind hostess. We were both busy during my time in Montreal, but whenever I saw her, she was generous and caring. The house is beautiful and in a great location. The guidebook suggestions were very helpful.",10.0
"Laura is very welcoming, the house is very pleasant with a large bedroom and a pretty little courtyard. I had a wonderful stay there.",10.0
"What a gem. Although I'm not highly familiar with Montreal and its various neighborhoods, this wonderful home is close to everything I wanted/needed. Super hip neighborhood, a beautiful park not too far away, and so many lovely shops/cafes, if that's what you're into. There was a grocery store across the street and lots of bus stops nearby. The metro was only a 7-10 minute walk away. It's ground level, so it makes traveling with large luggage bags pretty easy. Milton, the cat, was friendly and gentle. Laura made excellent company as well. About as close to a perfect host you could get; never too overbearing and yet great to make conversation with. The room was bigger than I thought it would be! Even though Montreal is hot and humid, it was never uncomfortable, the fan provided in the room did the trick for me. There were a couple instances where the door was locked from the inside, but it was never a huge problem. Laura was easy to get in contact with and surprisingly quick to reply, no matter what time of day it was. It didn't make my stay any less incredible. The price is right and I cannot recommend this place enough!",10.0
"Thank you, Lilou!
I spent super nice days at Lilou's place. The room is big, bright and super comfortable. The house is big, has a super nice backyard and is very well located! 
It was a happy stay :) I recommend <3 


Thanks Lilou! I had some really great days there. The room is spacious and comfy. The house is large with a lovely backyard and is in a fantastic location! It was a wonderful stay :) I highly recommend it! <3",10.0
"I found the room very comfortable and affordable, with good access to a wide variety of restaurants and shops. Check-in and check-out were flexible and easy. The host was responsive and helpful. Great space for cat lovers! :)",10.0
"This wonderful place is located in a very nice neighborhood and is very close to a beautiful park, lovely restaurants and shops. The Metro is only a 10-minute walk away, and there are lots of bus stops nearby. If you like, you can easily walk to the city center or visit sights like Mount Royal. Laura is a very great host: super friendly and caring. She made it really easy for me to settle in Montreal and very quickly it felt like home! The room is very nice and bigger than I expected! The decoration of her place is very lovely as well! I cannot recommend this place enough!",10.0
Great host and great place. I recommend!,10.0
"Thank you, Laura, for this pleasant week! The accommodation was as pictured, comfortable and very well located. The atmosphere is warm and welcoming, we feel right at home immediately. I recommend it!",10.0
"One of the friendliest and most considerate hosts I've ever had. The room was huge, the cats were lovely and I had an all-round great stay. Would highly recommend.",10.0
"A comfortable room, fun and lively neighborhood, friendly cats, and a top-notch host to boot! Thank you, Laura, for the wonderful stay!",10.0
"A perfect little corner for a stay in Montreal, located right in the heart of the Plateau and near the best restaurants, bakeries, and cafes. Laura is a charming host and we feel warmly welcomed. I would definitely go back without hesitation.

Best regards, Marie",10.0
Room faithful to the photos and good location. Cristina is very available for any information and very pleasant.,8.0
"We had an excellent stay at Kim's place! Her apartment is great, clean and very close to the city center. The street is still quiet in the evening for a good rest! Thank you again Kim, you are such a sweet person! 

Don't hesitate to do business with Kim, you won't be disappointed.:)",10.0
"The apartment was just as she described it and we really liked it. 
The neighborhood was safe and convenient for restaurants and transportation. Kim was very kind and communicative. Kim has a collection of records and listens to The Strokes a lot. We recommend this apartment if you are staying in Montreal.",10.0
"Teodora was an excellent host! She contacted me before our arrival to prepare us for the check-in process. She was very accommodating of our rushed arrival (we had dinner reservations!) and had a great printout with any questions we might have about her home. 

We really enjoyed her cat Tsitsou. I have a cat allergy but she was so friendly and hospitable that I even managed to give her a few good pats. Teodora's place is very clean, so my allergic reaction was minimal. 

The location is great. It's less than a 10-minute walk to the Metro and very easy to find street parking. We enjoyed the garden space very much. We sat out there one late afternoon and felt as though we were truly Montreal residents!

One suggestion I make (which is NOT a deal breaker) is perhaps a small fan in the guest room. The windows are not very big, and we kept the door closed to keep Tsitsou out, and it got stuffy pretty quickly. 

I will be giving Teodora a 10/10 and we hope to come back to visit soon!",10.0
"On had an excellent stay at the lovely and welcoming Airbnb house. It was everything we needed, and it is also very close to everything!",10.0
Teodora was very friendly and showed us around her home and garden. Her home was in the perfect spot and it was very easy to get around in her neighborhood. Her home was very clean and exceeded our expectations. It was the perfect place to stay for a few nights!,10.0
The host cancelled this reservation 15 days before arrival. This is an automated message.,10.0
"Fantastic place and host, Teodora was very helpful in listing some great places for us to check out.  Would certainly come back again! Tsi-Tsu was also adorable and a great companion",10.0
"Everything was very smooth, as accurate as the pictures. Antoine was available to answer questions before we arrived in Montreal. The apartment was comfortable, a great location (full of restaurants, shops, etc.), and had all the items to make you feel at home, with the free coffee being an extra touch",9.0
"Very easy to get to, and in a great location. Antoine was a great host who made sure we had everything we needed even though he wasn't in town. When the air conditioner stopped working, a replacement was promptly brought in. The apartment itself was very clean when we arrived.",9.0
"The apartment is very well situated. Close to many restaurants, bars, Mont Royal, cafes and pharmacies. Antoine was a lovely and accommodating host, I would certainly recommend him. He responded to messages quickly, was very flexible with check-out times and the place is very accurately described in the listing. Thank you Antoine!",9.0
Everything was good and matched the description! Antoine was super accommodating.,9.0
"Wonderful spot in a great location. There's plenty to do. Antoine was very accommodating and always there to answer questions. The place is clean, and he stored our luggage for us until we had to leave for the airport.",9.0
"It was great staying at Antoine's place for the week we were there. The location is good -- a bit far from the metro system, but we happened to stay during the week of Mural making it a really busy and exciting street to stay on. The space itself was decent with three rooms, one bath, and a kitchen. There is no sofa and the air conditioning was limited to the heat pump in the kitchen, but overall a great bang for your buck and a pleasant stay. Antoine was very pleasant, responsive, helpful, and accommodating.",9.0
"Spent 4 days at Antoine's place and it was great! Close to some really good restaurants such as Schwartz, Romados, and patati patata. Antoine was great with keeping the lines of communication open. The only thing that's really missing is a couch in the common area.",9.0
"Great location! Right in the heart of the action and close to everything else. The apt was a good size, nice and clean, with everything we needed. Antoine was very fast to reply to any questions I had about the booking. Very happy with this spot and would definitely recommend staying here.",9.0
"Our stay was fantastic. The location was absolutely perfect, with everything within easy walking distance. The apartment was clean and quite spacious for our group of five. The neighborhood is simply wonderful, and we would definitely come back again.",9.0
"Good stay at Antoine's place. The apartment is very well located close to many of the best restaurants and bars in Montreal and within walking distance to many sights. Perfect place and well priced for those who need 3 bedrooms and plan to mostly use the apartment for sleeping. As stated in the description, there isn't a living room but there is a large TV and table with chairs in the kitchen area. Air conditioning only in the kitchen, but will partially cool bedrooms if you leave all doors open (there are fans in each room, two rooms have windows that open, one just a skylight). Antoine is very helpful; we needed a parking spot for the weekend and he let us take the one he was in (free Friday-Sunday).",9.0
"The place was exactly like the photos. The location was very convenient. The most important thing for my family and me was that the apartment was clean. I didn't meet Antoine, but he left a detailed message on how to get into the apartment. A very good first experience with Airbnb.

Bonus: Netflix was available",9.0
"Perfect neighborhood with easy access via subway/taxis. Also, it had a lockbox for keys, which made it super convenient to enter and exit when we weren't together. Tons of restaurants and shops nearby; you can't really go wrong. Prompt communication and he was usually in the area if we had urgent issues.",9.0
"Excellent location and a cozy apartment. In the surprisingly hot Montreal days, the air conditioning in the kitchen wasn't sufficient to cool the whole apartment. Antoine was a very good host who quickly helped with any issues. I would definitely recommend it. Don't miss the all-you-can-eat No1 Sushi nearby...",9.0
"It's not exactly luxurious, but that's okay. The beds were fine, the WiFi was good, and the location is perfect. The front door opens right out onto St. Laurent, and you can walk to Schwartz's and all kinds of bars in minutes. The only strange thing to note is that the toilet is oddly close to an angled wall, so you can't really sit with your legs straight. All in all, if you're just looking for somewhere to come back and crash after a night of drinking, this place fits the bill.",9.0
"Antoine is a good communicator and will answer your questions. The location is convenient and has two decent-sized rooms; the third is cramped and lacks natural light. The air conditioner in the kitchen works well, and if you leave the bedroom doors open it helps a lot for hot nights. It's fine for a short stay if you are only there to tour the town, but there is no sofa or anything to relax on.",9.0
Great location in the bustling heart of the Plateau. Three bedroom set-up very convenient. Boulevard Saint-Laurent vibrant and full of bars and restaurants that are especially lively on weekends. Perfect communication with Antoine,9.0
"Great location. The lockbox with the keys was very helpful for our large group. The apartment was clean and tidy, basic but exactly what we needed.",9.0
"This apartment is very conveniently located - a five-minute walk to the base of Mont-Royal, a thirty-five-minute stroll to the river, you'll be surrounded by shops and cafes of every sort, and the residents of Montreal struck me as pleasant, patient, and engaging.

Our host immediately responded to any question or request and could not have been more helpful.

The stairway is a bit of a chore to negotiate and there is a bar below that caters to enthusiastic sports fans so if the game goes late you can hear their responses to great plays and bad calls.

The kitchen area functions well, there is a good shower, and having a washer and dryer unit is great!

I personally find the gray paint in the stairway and the white walls of all the rooms drab and boring, but that seems to be the norm for rental real estate. All in all, the apartment served me well and our host was charming.",9.0
"Antoine's place was lovely, very clean and cozy. A 10-minute walk to the Plateau, so close to shops and restaurants. We got comfortable quite quickly, perfect for a small group of friends or multiple family members. My friends and I had a wonderful stay!",9.0
"Great location, Pereira was very flexible and accommodated us well upon arrival, great spot for a group",9.0
"Cozy three-room apartment, with three people traveling for work, so we chose this apartment as the workplace is close to home. It's also conveniently located near the supermarket and various restaurants. The location is excellent. All kitchenware, washing machine, and dryer are fully equipped, WiFi is also fast, from a travel perspective, it offers good value for money. However, there might be some slight floor tilt due to being an old building, so if you're particularly sensitive to this, I wouldn't recommend booking. Otherwise, everything else is great, especially the key box which makes it convenient for multiple travelers to move around independently.",9.0
"Great place, great location, great space, this place is a must recommend if you want to explore the nightlife",9.0
He was very helpful! Easy to contact.,9.0
Absolutely PERFECT... cannot say enough good things about it... we will be back!!!,9.0
"From booking to check-in to check-out, this Airbnb experience was seamless. The host is friendly and accommodating, thoughtfully and proactively kept in touch prior to check-in. The place itself is amazing...we couldn't believe how close it was to everything. Clean, bright, and spacious. Will definitely stay here again!",9.0
"The location can't be beaten. Easy access to downtown, and the host is very easygoing and easy to get in touch with. There are lots of restaurants right outside the apartment.",9.0
"Location couldn't be better. The place is simple, but functional and clean, and the price is very reasonable. I would definitely book again next time.",9.0
The apartment was very clean and had a great location!,9.0
Nice location. A bit noisy. The place was not as clean as I expected.,9.0
Antoine's apartment is the perfect place to stay if you are traveling in a larger group and looking to explore Montreal. It is very centrally located in the Plateau neighborhood and also very close to Parc du Mont Royal. I would 100% stay here again if traveling to Montreal.  It was exactly as advertised.,9.0
Very clean and great location - wonderful overall experience!,9.0
Great space,9.0
"This is located right in the heart of Saint Laurent. Amazing location, better than expected. Easy access to everything you need. Antoine was a great host. Only downfall would be that the building and floor in the unit are not level and very uneven. Be careful walking up the stairs! Overall it was great. I would definitely recommend and stay here again!",9.0
"Great 3-bedroom property in a fantastic location. The host was incredibly responsive and addressed all of our requests promptly. 

I highly recommend this apartment and would definitely return without hesitation!",9.0
Just as described! Clean and great location.,9.0
"The location is great and within walking distance of shops and restaurants. The apartment is large enough for 6 adults. The kitchen could use a little upgrade, and some comfortable seating in the living area would also help. It's a functional base for people who plan to be out exploring a lot, but not ideal for spending a night in.",9.0
"A terrific place to see a lot of Montreal. Really close and accessible to Mont Royal for walks, close to tons of cool restaurants both on St. Laurent and surrounding neighborhoods. Walkable to downtown or Vieux Montreal if you're up for it, or there's a Bixi bike rental right behind. 

We stayed there with 3 kids and 2 adults and there was plenty of space and the amenities were just what we needed. 

Just a heads-up if you have mobility limitations, it's two flights of stairs up and no elevator. Wasn't an issue for us but could be for others.",9.0
"This is a great value and it's accurate based on the description. The location is convenient and we received two sets of keys, which made a huge difference. The appliances were a bonus as well as the balcony. Definitely enough space for six of us. Highly recommended!",9.0
Amazing location! Has everything you need for a fun getaway with friends.,9.0
Nice little apartment. Approximately a 30-minute walk from Montreal center. Lovely bars and restaurants nearby.,9.0
Perfect for a little weekend trip with some friends. Centrally located. Good value. Couldn't ask for anything more.,9.0
Almost everything,9.0
Translation:  Good,9.0
"Excellent accommodations with a great and very responsive host. Very clean and spacious accommodations, everything you could ask for at a wonderful price! 

Will definitely stay here again.",9.0
Nice flat in a trendy neighborhood.,9.0
"Great bang for your buck. Very close to great food spots. Easy check-in and check-out. Everything we needed in terms of essentials (shampoo, plates, forks, spoons, cups) all ready to be used. Great place, would be more than happy to come again.",9.0
"There is a good location, but if you're traveling with children or elderly individuals, consider sitting on the second floor with very narrow stairs. This will make it more challenging to carry heavy luggage up and down.",9.0
Perfect as a base to explore Montreal. Washer and dryer in the room was a huge bonus.,9.0
Great place for a weekend in Montreal.,9.0
Excellent location close to downtown Montreal!,9.0
Nice and convenient location! There are some restaurants and stores nearby.,9.0
Awesome location! I would highly recommend it!,9.0
"Very good location. However, the kitchen was not very clean. An sponge was missing. Additionally, the neighbors next door were very noisy.",9.0
"This apartment is correct, it's well-located in Montreal.",9.0
"What a fantastic spot! Bright and clean..... and close to everything. The kitchen was nicely stocked with everything you need to cook a meal. The beds were comfortable and even though the windows face the street, you don't hear any sound! Right in the middle of everything - great neighborhood. Lots of options for a late night Sunday dinner.... and great coffee shops too. Check-in and check-out was very easy!",9.0
"This place at Le Plateau is perfect. Close to the bus and metro. Near a supermarket, liquor store, and so many other amenities. So walkable. Sparkling clean and a really good space for 4 people.  I would definitely book again! And I hope to do so soon because I've really loved Montreal.",9.0
Great place in an awesome location!,9.0
"Amazing location!!! Comfortable beds!!! Fully stocked kitchen!!! It was a very nice place. The only issue we faced was the floor was slanted, which really wasn't much of a problem but it caught us off guard. Otherwise, everything was perfect and exactly as described.",9.0
"Antoine's unit on St. Laurent Boulevard is perfect if you're traveling with a friend, with two bedrooms and a nice little room with a sofa, as well as an Apple TV and a kitchen with a washer and dryer included. It also has a small balcony around back that faces adjacent units' balconies.

Antoine ensured a clean apartment, and allowed us to check in very early and stay a little later than checkout. His responses were prompt and courteous. A great room for exploring Montreal or just spending a week. Restaurants and bars are within minutes of walking, and the famous Schwartz smoked meat is just a block or so away. 

Overall, a great location, a great host, and a great price! What more could you ask for?",9.0
"The place was perfect, and the location was a great surprise since we paid so little; I didn't expect to be on such a bustling road! Thank you so much to Antoine for everything.",9.0
"Very nice apartment with a lot of light and a little terrace. Great location but a lot of noise during the night. Antoine was answering very quickly and handled a problem with the back door very quickly too! There are no condiments, it is something to note before coming  We had a very nice stay!",9.0
"The apartment is very well located and close to everything. We did everything on foot all weekend. However, I recommend bringing earplugs for sleeping because the rooms are facing the street and the proximity of bars leads to a lot of noise at night. 

Otherwise, everything was perfect, I recommend this apartment.",9.0
"Great place, clean and comfortable. Quick responses from the host. And the location is unbeatable! Perfect :)",9.0
It is inadmissible that this housing be on the Airbnb site!!!!,9.0
Great location! Host was very helpful with check-in! Amazing trip!,9.0
Translation: It was really good,9.0
"Great, spacious apartment on the top floor with lots of natural light and two good-sized bedrooms. Lively location, perfect for exploring the mountains and plateau on foot.",9.0
"The apartment is simple and okay. But we don't like the location. Maybe it's good for young people, but not suitable for a family. There's a busy street in front of the apartment, and many bars on the street that stay open all night long. You can hear a lot of noise from cars, people hanging out late at the bars. It's hard to sleep all night. The neighbors are most likely young people who keep making noise and partying until late at night...",9.0
"Fantastic location right next to great restaurants and vintage shops. Easy walking distance to everything. The host was very responsive, and check-in/check-out was a breeze. The apartment itself is minimally furnished but has all the essentials, which were more than adequate for us. The main living room area is well air-conditioned, unfortunately the bedrooms were not, leaving them feeling stuffy, especially when the doors are closed. Each of the rooms had a fan inside, but barely felt cool directly pointing it at us. One particular note that people should be aware of is having to walk up two flights of narrow stairs to get to the apartment. Overall though, great value for the location.",9.0
"Great location, near many restaurants and bars. Host was very helpful and responded quickly. Great job.",9.0
Great location.,9.0
