"Review","Review_Score"
"Teodora was a great host! She contacted me before we arrived to prepare us for the checking in process. She was very accommodating our rushed arrival (we had dinner res.!) and had a great printout regarding any questions we might have about her home. 

We really enjoyed her cat Tsitsou. I have a cat allergy but she was so friendly and hospitable that I even managed to give her a few good pats. Teodora's place is very clean, so my allergic reaction was minimal. 

The location is great. It's less than a 10 min walk to the Metro and very easy to find street parking. We enjoyed the garden space very much. We sat out there one late afternoon and felt as though we were truly Montreal residents!

One suggestion I make (which is NOT a deal breaker) is perhaps a small fan in the guest room. The windows are not very big, and we kept the door closed, to keep Tsitsou out, and it got stuffy pretty quickly. 

I will be giving Teodora a 10/10 and we hope to come back to visit soon!","10"
"On a eu un excellent séjour chez (Website hidden by Airbnb) maison est jolie et accueillante et elle a tout ce qu'on a besoin...en plus elle est proche de tout!","10"
"Teodora was very friendly and showed us around her home and garden. Her home was in the perfect spot and it was very easy to get around in her neighborhood. Her home was very clean and exceeded our expectations. It was the perfect place to stay for a few nights!","10"
"The host canceled this reservation 15 days before arrival. This is an automated posting.","10"
"Fantastic place and host, Teodora was very helpful listing some great places for us to checkout. Would certainly come back again! Tsi-Tsu was also adorable and great company","10"
"Everything was very smooth, as accurate as the pictures. Antoine was available to answer questions before we arrive to Montreal. The apartment was comfortable, great location ( full of restaurants, shops, etc.) and had all items to make you feel like home, the free coffee was an extra touch","9"
"Very easy to get to, and in a great location. Antoine was a great host, making sure we had everything we needed even though he wasn't in town. When the air conditioner stopped working, a replacement was promptly brought in. The apartment itself was very clean when we arrived.","9"
"The apartment is very well situated. Close to many restaurants, bars, Mont Royal, cafes and pharma prix . Antoine was a lovely and accommodating host, I would certainly recommend him. He responded to messages quickly, was very flexible with check out times and the place is very accurately described in the listing. Thank you Antoine!","9"
"Every was good and match the description! Antoine was super accommodating.","9"
"Wonderful spot in an awesome area. Lots to do. Antoine was very accomodating and always tthere to answer questions.  Clean spot. Stored out luggage for us the day we checked out until we had to go to the airport.","9"
"It was great staying at Antoine's place for the week we were there. The location is good -- a bit far from the metro system, but we happened to stay during the week of Mural making it a really busy and exciting street to stay on. The space itself was decent with three rooms, one bath, and a kitchen. There is no sofa and the air conditioning was limited to the heat pump in the kitchen, but overall a great bang for your buck and a pleasant stay. Antoine was very pleasant, responsive, helpful, and accommodating. ","9"
"Spent 4 days at Antoine's place and it was great! Close to some really good restaurants such as Schwartz, Romados, and patati patata. Antoine was great with keeping the lines of communication open. the only that's really missing is a couch in the common area.","9"
"Great location! Right in the heart of the action and close to everything else. The apt was a good size, nice and clean, with everything we needed. Antoine was very fast to reply to any questions I had about the booking. Very happy with this spot and would definitely recommend staying here.","9"
"Our stay was fantastic. The location was absolutely perfect with everything being a short walk away. The appartment was clean and was quite spacious for our group of 5. The neighbourhood is just wonderful and we would definately come back again.","9"
"Good stay at Antoine's place. The apartment is very well located close to a lot of the best restaurants and bars in Montreal and walking distance to many sights. Perfect place and well priced for those who need 3 bedrooms and plan to mostly use the apartment for sleeping. As stated in the description, there isn't a living room but there is a large tv and table with chairs in the kitchen area. Air conditioning only in the kitchen but will partially cool bedrooms if you leave all doors open (there are fans in each room, two rooms have windows that open, one just a skylight). Antoine is very helpful, we needed a parking spot for the weekend and he let us take the one he was in (free Friday-Sunday). ","9"
"Place was exactly like the photos.  Location was very convenient.  The most important thing for my family and I was that the apartment was clean.  I didn't meet Antoine but he left a detail message of how to get into the apartment.  A very good first experience with Airbnb.

Bonus: Netflix was available","9"
"Perfect neighborhood and easy to get around from there using subways/cabs. Also had a lockbox for the keys which made it really easy for us to get in and out when we weren't together. By a ton of restaurants and shops, can't really go wrong. Prompt communication and he was normally in the area if we had real pressing issues.","9"
"Very good location and a was cozy apt. In the very surprising hot days at Montreal the aircon at the kitchen was not sufficient to cool the whole apt. Antoine was a very good host quickly helping on any issue. I'd surely recommend. Don't miss the all-you-can-eat No1 Sushi close by...","9"
"It's not exactly luxurious, but that's OK. The beds were fine, the WiFi was good, and the location is perfect. The front door opens right out onto St. Laurent, and you can walk to Schwartz's and all kinds of bars in minutes. The only strange thing to note is that the toilet is oddly close to an angled wall, so you can't really sit with your legs straight. All in all, if you're just looking for somewhere to come back and crash after a night of drinking, this place fits the bill.","9"
"Antoine is a good communicator, and will address your questions. Convenient location and 2 decent sized rooms, the 3rd is a bit squished and lacks natural light. The air conditioner in the kitchen works well and if you leave the bedroom doors open it helps a lot for hot nights. Fine for a short stay and if you are there to only tour the town, but no sofa or anything to chill out on. ","9"
"Great location in the bustling heart of the Plateau. Three bedroom set-up very convenient. Blvd Saint-Laurent vibrant and full of bars and restaurant that are especially lively on weekend. Perfect communication with Antoine","9"
"Great location. The lockbox containing the keys were very helpful for our large group. The apartment was clean and tidy, basic, but exactly what we needed. 
","9"
"This apartment is very conveniently located - a five minute walk to the base of Mont-Royal, thirty-five minute stroll to the river, you'll be surrounded by shops and cafes of every sort, and the residents of Montreal struck me as pleasant, patient, and engaging.

Our host immediately responded to any question or request and could not have been more helpful.

The stairway is a bit of a chore to negotiate and there is a bar below that caters to enthusiastic sports fans so if the game goes late you can hear their responses to great plays and bad calls.

The kitchen area functions well, there is a good shower, and having a washer and dryer unit is great!

I personally find the gray paint in the stairway and the white walls of the all the rooms drab and boring, but that seems to be the norm for rental real estate. All in all the apartment served me well and our host was a charm.","9"
"Antoines place was lovely, very clean and cozy. 10 minute walk to the Plateau, so very close to shops and restaurants. We got comfortable quite quick, perfect for a small group of friends or multiple family members. My friends and I had a wonderful stay!","9"
"Great location, Pereira very flexible and accommodated us well on arrival, great spot to have a group","9"
"舒适的三居室,三个人出差,所以选了这家里工作地点比较近的公寓,离超市和各种餐厅也不远,位置极佳｡厨房用具,洗衣机和烘干机等各项设备很全,WiFi也很快,从出差角度来讲性价比很不错｡美中不足的是可能因为是老房子,地板稍微有些倾斜了,如果对这方面特别在意的话不建议预订,除此之外都很好,尤其是钥匙盒很方便,这样多人出行的时候大家可以单独行动｡","9"
"Great place, great location, great space , the place is must recommended if you wanna explore the nightlife  ","9"
"He was very helpful! Easy to contact.","9"
"Absolutely PERFECT... can not say enough good things about it...  we will be back!!!","9"
"From booking to check in to check out, this airbnb experience was seamless. Host is friendly and accommodating, thoughtfully and proactively kept in touch prior to check in. The place itself is amazing...we couldn't believe how close it was to everything. Clean, bright and spacious. Will definitely stay here again!","9"
"Can't beat the location. Easy access downtown and the host is very easy going and easy to reach. Lots of restaurants right next to the apartment.","9"
"Location could not be any better. Place is simple, but functional and clean, and the price very reasonable. Would definitely book again next time.","9"
"The apartment was very clean and has a great location!","9"
"Nice location. A bit noisy. The place was not as clean as I expected.","9"
"Antoine's apartment is the perfect place to stay if you are traveling in a larger group and looking to check out Montreal. It is very centrally located in the Plateau neighborhood and also very close to Parc du Mont Royal. I would 100% stay here again if traveling to Montreal.  It was exactly as advertised.","9"
"Very clean and great location - wonderful experience overall!","9"
"Great space","9"
"This is located right in the heart of st Laurent.  Amazing location..   Better than expected.  Easy access to everything you need.  Antoine was a great host.  Only downfall would be that the building and floor in the unit are not level and very uneven.  Be careful walking up the stairs!  Overall it was great.  I would definitely recommend and stay here again!","9"
"Great 3 bedrooms really well placed. Host was really responsive and answered to all our requests promptly.
I recommend this apartment and would come back with no hesitation!","9"
"Just as described! Clean and great location.","9"
"The location is great and within walking distance shops and restaurants. A large apartment, easily big enough for 6 adults. Kitchen could use a little upgrade and some comfortable seating in living area would also help. A great functional base for people who intend to be out exploring a lot, not so great for spending a night in.","9"
"A terrific place for seeing a lot of Montreal. Really close and accessible to Mont Royal for walks, close to tons of neat restaurants both on St. Laurent and surrounding neighbourhoods. Walkable to downtown or Vieux Montreal if your game, or there is a Bixi bike rental right behind. 

We stayed there with 3 kids and 2 adults and there was lots of space and the amenities were just what we needed. 

Just a heads up if you are mobility limited, it's two flights of stairs up and no elevator. Wasn't an issue for us but could be for others. ","9"
"This is a great value and it's accurate based on the description. The location is convenient and we received two sets of keys which made a huge difference. The appliances were a bonus as well as the balcony. Definitely enough space for 6 of us. Highly recommended!","9"
"Amazing location!  Has everything you need for a fun getaway w/ friends.","9"
"Nice little apartment. Approx 30 mins walk from Montreal centre. Lovely bars/restaurants nearby.","9"
"Perfect for a little weekend getaway with a few friends. Centrally located. Good price. Couldn't ask for much more.","9"
"Près de tout","9"
"很好","9"
"Excellent accommodations with a great and very responsive host. Very clean and spacious accommodations, everything you could ask for at a wonderful price! 

Will definitely stay here again.","9"
"Nice flat in a trendy neighbourhood.","9"
"Great bang for your buck. Very close to great food spots. Easy check in and check out. Everything we needed in terms of essentials (shampoo, plates,forks, spoons, cups) all ready to be used. Great place, would be more than happy to come again.","9"
"There is a good location, but if you are with kids or elder people, sit on a 2nd floor with really small stairs. so if you have big/heavy luggage its difficult to climb","9"
"perfect as a home-base for exploring montreal. washer+dryer in the room was a huge bonus.","9"
"Great place for a weekend in Montreal.","9"
"Excellent location close to downtown Montreal!","9"
"Nice and convenient place! There are some restaurants and stores near the house.","9"
"Awesome location! I would highly recommend it!","9"
"Logement très bien situé. Par contre la cuisine n'était pas très propre. Il manquait une éponge. De plus les voisins de pallier étaient très bruyant.","9"
"Cet appartement est correct, il est bien situé dans Montréal.","9"
"What a fantastic spot! Bright and clean..... and close to everything. The kitchen was nicely stocked with everything you need to cool a meal. The beds were comfortable and even though the windows face the street you don’t hear a sound! Right in the middle of everything - great neighbourhood.  Lots of options for a late night Sunday dinner.... and great coffee shops too. Check in and out was very easy!","9"
"This place at Le Plateau is perfect. Close from bus and metro. Near from a supermarket, liquor store  and so many other stuff.  So walkable.  
Sparkling clean and really good space for 4 people. 
I would definitely book again!  And pretty soon I hope cuz I've really loved Montreal.","9"
"Great place in an awesome location!","9"
"Amazing location!!!! Comfy beds!! Fully stocked kitchen!! It was a very nice place. The only issue we faced was the floor was slanted, which really isn’t much of a problem but it caught us off guard. Other than that everything was perfect and exactly as described.","9"
"Antoine’s unit on St. Laurent Boulevard is perfect if you’re traveling with a friend, with two bedrooms and a nice little room with a sofa, as well as an Apple TV and a kitchen with a washer and dryer included. It also has a small balcony around back that faces adjacent units’ balconies.

Antoine ensured a clean apartment, and allowed us to not only check in very early but also allowed us to stay a little later than check out. His responses were prompt and courteous. A great room for exploring Montreal or just spending a week. Restaurants and bars are within minutes of walking, and the famous Schwartz smoked meat is just a block or so away. 

Overall great location, great host and a great price! What more could you ask for?","9"
"The place was perfect, and the location was a great suprise since we paid so little i didnt expect to be on such a bussiling road! Thanks so much to antoine for everything.","9"
"Very nice apartment with a lot of light and a little terrace. Great location but a lot of noise during the night. Antoine was answering very quickly and handled a problem with the back door very quickly too! There is no condiments, it is something to note before coming  We had a very nice stay!","9"
"L'appartement est très bien situé et à proximité de tout. Nous avons tout fait à pied toute la fin de semaine. Par contre, je conseille de vous apporter des bouchons pour dormir puisque les chambres sont du côté de la rue et la proximité des bars font en sorte qu'il y a beaucoup de bruits la nuit.
Sinon tout était parfait, je recommande cet appartement.","9"
"Great place, clean and comfortable. Quick responses from the host. And the location can't be beat! Perfect :) ","9"
